Raman Shift,sample_1.txt,sample_10.txt,sample_11.txt,sample_12.txt,sample_13.txt,sample_14.txt,sample_15.txt,sample_16.txt,sample_17.txt,sample_18.txt,sample_19.txt,sample_2.txt,sample_20.txt,sample_21.txt,sample_22.txt,sample_23.txt,sample_24.txt,sample_25.txt,sample_26.txt,sample_27.txt,sample_28.txt,sample_29.txt,sample_3.txt,sample_30.txt,sample_31.txt,sample_32.txt,sample_33.txt,sample_34.txt,sample_35.txt,sample_36.txt,sample_37.txt,sample_38.txt,sample_4.txt,sample_5.txt,sample_6.txt,sample_7.txt,sample_8.txt,sample_9.txt
2860.74,704,1016.6667,492.6667,288.6667,567.6667,340.3334,429,719.3333,353.6666,337.6666,245.6666,1509.3334,971.3333,1418.3333,2035,2281.3333,696.3334,1100.6667,588,483,454.6667,456.3334,2315.3333,382.6667,388.6667,508.6667,1712,1739.3334,2093.6667,616,717.3334,2205,373.6667,87,1258.6667,1102.3334,532.6667,1363
2862.02,684.3334,1005,502.3333,297,541.3333,303.6667,368,732.6666,386.6666,299.6666,218.6666,1508.6667,929,1399.3333,1976.3333,2240.6666,710.6666,1024.6666,572,491,418.6666,459,2244.3333,381,350.3333,468.6666,1642.6666,1662,2004.6666,606.6666,703,2117,377.3333,79.6667,1200.6667,1063.6667,568.6667,1342
2863.3,686.6667,1025.3333,540.6667,290.6667,621,388.6667,445.6667,664.6667,405,324.3334,234,1516.6666,938.3334,1430,1922.3334,2204,625.3333,1019.6667,557.3333,427.6667,389,496.6667,2213.6667,342.3333,384.3333,473.6667,1599,1633.3333,1968.6667,559,699.6667,2075.6667,374.6666,137.3334,1274,1063.3333,552.3333,1363.3333
2864.58,649.3333,1011,530.6667,359,616.6667,410.3334,514.6667,684,384.3333,306.3333,220.6666,1448.3333,912.6666,1436,1901.3333,2209.6666,663,1034,566,450.3334,422.3334,440.3334,2182.3333,337,401.6667,487.3334,1590.3334,1593.6667,1977.3334,620,718.3334,2065,427,111,1218.6667,1086.3334,618.6667,1346.6667
2865.86,640,981,510.6666,306,592,355.3333,468.3333,697,371.3334,336.3334,282,1459.3334,884.6667,1325.3334,1906.3334,2158,691.6667,1021,623.6667,471.6667,448.6667,494.3333,2125.6667,441.6667,390.3333,470.6667,1598.3333,1600,1999.3333,638,724,1988.3333,352,149.6666,1202,1091,569.6666,1329.6666
2867.14,645,987.6667,510,304.6667,600.6667,338.6667,471.3334,707.3333,421.6666,335.3333,244.3333,1400,893.3333,1425,1910.6666,2191,635.6667,1031,590.6667,460,443.3333,490,2115.6667,385,406.3333,471.3333,1569.6667,1594,1922,632,692.3333,2017.3333,397,135,1228.6667,1028.6667,585.6667,1329.3334
2868.42,620.6667,1006.3334,577.3334,359,648.6667,409,504.6667,720.3333,420.3333,386.6666,272,1393,964,1465.6666,1922.3333,2203,663.6667,985.6667,541.6667,480.6667,420.6667,512,2129.6666,358.6667,375.6667,507,1589,1608,1952,606.6667,724.6667,1966.3334,391,142.6667,1242.6667,1112,656,1392.3334
2869.7,703,994,536,318.3333,580.3333,376.6666,474.6666,726.3334,382.6667,328.6667,295.3334,1435.3334,922.6667,1392,1961,2187,718.3334,1078.6667,580,488.6667,462,512.6667,2185,406.6667,416.6667,503.6667,1552.3334,1608.3334,2010.6667,671.3334,714.3334,2018,403.3334,88,1227,1075,573.3333,1362
2870.98,652.6666,1020.3333,574,346.6667,670.3333,375.3333,488.6667,739.3334,415,355.3334,275.6667,1473.6667,906,1441.3334,1964.6667,2204.6667,668.6667,1073,630.6667,500.6667,466.3333,478.6667,2210.6667,410,404.6667,485.3333,1624,1632.6667,1991.6667,635,714.3333,2075.6667,369.6667,152.3334,1210,1089,636,1378.6667
2872.26,676,1064.3333,564,345.3333,681.6666,406,494.6666,720.3333,454.6667,378.3333,289.6667,1488,970.3333,1491,1977.3333,2271,709.3333,1060.6666,622,488.6666,478.3333,522.6666,2200,395.3333,450.3333,540,1649.3333,1684,2069.3333,704.3333,738,2090.3333,383.6667,117.3333,1280.3333,1146,682.6666,1414.6666
2873.53,662.6667,1000.3333,540.3333,295.6666,635.6666,353.3333,495.3333,736.3333,462.6666,376.6666,312.3333,1483,982.6666,1517.6666,1986,2289.3333,762.6667,1182.3333,690,547.3333,527,545.6667,2245.3334,446.3333,429.6667,562.3333,1637,1694,2146.6667,719.3333,756,2105,401,109.6667,1216.6666,1133,616.3333,1388.3333
2874.81,665.3333,1035.3333,555,376.6666,658.3333,366,562,766.6667,439.6667,374,270.3334,1488.3333,985.3334,1520.3334,1974.3334,2301.3334,674.6667,1090.3333,605.6667,487.3333,460,501,2225.3333,407.3333,415,506.6667,1600.3333,1648,2002.3333,647,735,2089.3333,397.6667,149.6667,1322.6666,1159,663.6666,1446.6666
2876.09,673,1056.6666,586.6666,360,649,415,495.6666,715,398.6666,364.3333,262.3333,1563,931,1453.3333,1960.6666,2211.6666,669,1060,599.3333,509,451.6666,471.3333,2188.3333,402,421.3333,500.6666,1616.6666,1699.6666,2085,651,733.6666,2073.6666,400.3333,137.6667,1296.6666,1145.6666,685.3333,1432.3333
2877.36,702.6667,1031.6666,574.3333,349.3333,665,347,535.3333,726,406,322,291,1468.3333,957.6666,1511.6666,2017.6666,2276.6666,744,1153.3333,689,566.3333,554.6666,588.3333,2215.6666,448.6666,486,575.3333,1706.3333,1739,2091.3333,750.3333,815,2133.3333,427.3333,106.3333,1284.6666,1109.6666,658.6666,1417.3333
2878.64,698.6667,1116,653.3333,397,682,420.6667,542.6667,724,401.3333,366.3333,240.3333,1491,917,1498.3333,2005.3333,2292,741.6667,1152.6667,664.3333,495.6667,475.6667,548.3333,2234,411,420.3333,513,1659.3333,1715.3333,2067.3333,738.3333,786.3333,2119.3333,415,87.6667,1278,1212.3333,657.3333,1467.3333
2879.91,657,1070,527.3334,340.6667,632,357,502.6667,731.3334,402.3334,373,245.3334,1456.6667,953.6667,1561.6667,2023,2315,717.3333,1106,613.6667,461,483,475,2256.3334,394.6667,409.6667,512.6667,1665,1761,2107,672.6667,772.3333,2113,383.3333,116,1299,1199,641,1415
2881.19,695,1025.3333,551.3333,296,645.6667,401,512.6667,715.3333,408,344.3333,231,1528,963.3333,1531.6667,2004.6667,2270.6667,770.6667,1101,666,510,508.6667,554,2263.3333,418,447.3333,576,1727.3333,1803,2149.3333,712.3333,751.3333,2146,404.6666,110.3334,1294.6667,1178,657.3333,1455.6667
2882.46,691.3334,1116.6667,575,430,734,426.6667,562,773,421.6666,349.3333,248.6666,1542,977,1563,2058.6666,2357.3333,771.6667,1188.6667,686.3334,555,537.3334,563.3334,2332,409.3334,463.3334,541.3334,1739.6667,1819,2201.6667,743.3334,810,2211,407.3333,165.6666,1340,1235.3333,698.6667,1515.6667
2883.73,702.6667,1106.3334,565.3334,371,649.3334,402,536.6667,743,423.3334,385.6667,286.3334,1575,996,1610,2091.6667,2397,753.6667,1163.3333,673,548,472.6667,515.6667,2376.3333,425.6667,451,579.6667,1762.3333,1843.6667,2188.6667,721.3333,790.3333,2199,418,147.6667,1321.6667,1226,671,1506
2885.01,701,1107.6666,592.6666,341.6666,672.6666,355.6666,495.6666,756.3334,433.6667,363.6667,280.3334,1577.3333,1039,1617.3334,2103.6667,2392.3334,736,1161.6667,644.3334,511.3334,448.6667,497.3334,2347,393,396.6667,547.6667,1722,1803.3334,2200.3334,681,767.3334,2215,405.6666,81.3333,1320.3333,1225,686.6666,1509.3333
2886.28,714.3333,1072.3333,569.3333,350.6667,639.6667,374.6667,486.3333,735,385.6666,328.3333,273.6666,1569.3333,965.3333,1589.6666,2102.3333,2426.3333,789.3333,1163.6667,673,474,482.6667,537,2413.3333,447.3333,457,539,1791,1803.3333,2232,718.6667,765.6667,2258.6667,398.3334,104,1332.3333,1212,676.6667,1516.6667
2887.55,792.6666,1146,579,335.3334,654,368.6667,538.3334,706.3333,405.3333,337.3333,260.3333,1597,961,1601.6667,2131.6667,2446.6667,709.6667,1178,631,487.6667,503,507,2444.6667,372.3334,427.6667,552,1771.6667,1868,2224.6667,708.3334,742.6667,2240.6667,426.3333,150,1371.6667,1230.3334,654.3334,1522.3334
2888.82,673,1139.3334,567,354,666.3334,353.3334,529.6667,781.6666,421.3333,376.3333,263.3333,1626.3333,1042,1675.3333,2145.3333,2488,750.6667,1184,633.6667,518,456.3333,528.3333,2468.3333,417.6667,439.6667,485.6667,1782,1853,2230,732.6667,735.3333,2299.3333,418.6666,174.6666,1390,1229.6667,670.6667,1519
2890.09,731.3333,1195.6667,618.3333,383.6667,719.6667,399.3333,525,766.6667,476.6667,374.3333,282.3333,1610,1018.3333,1640.6667,2151.6667,2461.3333,798.3333,1220.3333,696.6666,524.3333,466.3333,564.3333,2485.3334,419,435,552,1802.3333,1886.6666,2311,704.3333,760.6666,2286,391.3334,121,1393,1286.3333,692.6667,1546.3333
2891.36,739.6667,1113.3334,525,323.6667,677.6667,327.6667,466.3334,749.6666,435.3333,343.6666,277.3333,1646,989.6666,1610,2173,2456.3333,815.6667,1211,646.6667,547.6667,490.6667,536.6667,2466,438,427.3334,554,1833.3334,1886.3334,2328.3334,726.3334,778.3334,2336,430.3333,124,1378.6667,1216.3334,642.3334,1505.3334
2892.63,742,1140.6667,567.6667,311.6667,669,403,505.3334,780.6666,383.3333,340.6666,291.3333,1597,1004.3333,1620.3333,2177.3333,2440,752,1190.6666,646,492.3333,519.3333,516.3333,2457.3333,419.6666,417.3333,532.6666,1806.6666,1808.3333,2233,704.3333,709.6666,2305,459,118.6666,1386,1232.6667,676,1532
2893.9,724.6667,1162.3333,579.6667,348,675,423.3333,535.3333,727,430.6667,327.6667,238.3333,1594.6666,1022.3333,1625.3333,2151.6667,2442,714.3334,1193.6667,686.6667,483.3334,455.3334,488.6667,2470,364.6667,398,509.3334,1763.6667,1838.6667,2214,648.6667,762.6667,2263.3334,443.6667,152.6667,1363.6667,1277.6667,639.3333,1543.3333
2895.17,725.3333,1081.3333,585.6667,380.6667,683,406.6667,497,746.3334,450.6667,373.6667,284.3334,1616,1061.3334,1634,2180.3334,2492.6667,784.6667,1206.3333,649.6667,558.3333,474,545,2432.3334,462.3333,480.6667,539.3333,1794,1904.3333,2279.6667,768.3333,783.6667,2309.3333,436.3334,133,1377.6667,1231.3333,703.3333,1565.3333
2896.44,771.6666,1149,557.6667,397.3334,726.3334,392.3334,557.6667,774,410.6667,399.6667,320.6667,1683.3333,1048.6667,1644,2179.3333,2465,749,1195.3333,654.3333,558.6666,478,543.3333,2438.6667,448.6666,423.3333,552,1732.6666,1823.6666,2257.6666,705.6666,726.3333,2266.3333,469.3334,105.3333,1422.3334,1242.6667,675.6667,1555
2897.71,754.6667,1191.3334,574.6667,362,680.6667,386,515,721.3333,376.6667,311.6667,219,1580,987.6667,1600.3333,2079.3333,2434.6667,744,1169,645.6667,457.6667,467.3334,517,2450,408.3334,400,525,1790,1805,2264,687,755.6667,2274.3334,382.3333,150.3333,1375.6667,1237,664,1516.3334
2898.97,693.3333,1085.6667,515.6667,302,619,349.3333,451.3333,715,418,329,242.6667,1595,1073.6667,1607.3333,2116,2404,747,1187,659,525.6666,472.6666,507.3333,2441,427,433,573.6666,1789.3333,1860,2186.3333,702,752.6666,2244,421,109.6667,1281,1166.6667,638.3333,1464.3333
2900.24,705.3334,1117.6667,594,351.6667,673,402.3333,558.6667,730,371.6667,354.3334,272.6667,1589.6666,1006.3334,1561,2091,2436,763,1212.6667,635.6667,531.3334,479,532,2360,409,444,509,1756.3334,1829.6667,2186,766.3334,749,2251.3334,393.6667,120,1362.3333,1248.3333,679.3333,1537
2901.51,708.6667,1130,625.3333,397.3333,693.6666,388.3333,506.6666,735.6667,444,372.3334,285,1634.6667,1019.3334,1581.6667,2108,2380.6667,731,1148.3334,638,521.3334,444,549,2359.6667,416,392.3334,520.6667,1732.3334,1814.3334,2171.3334,694.6667,760.6667,2206.6667,489.3333,166.6667,1378,1224,692.3333,1535
2902.77,671.6667,1068.6667,552.3334,332.3334,720.6667,359,498.3334,706,426.3333,364.6667,249.6667,1549,996.3333,1582,2070,2370.6667,755,1182.6667,675,510.3333,473,537.6667,2382,411.6667,402.6667,559.6667,1708,1777,2183.6667,666.3333,725,2193.6667,408,109.3334,1284.6667,1206.3334,649.3334,1467.3334
2904.04,717,1082.6666,554.6666,331,655.3333,392.3333,520.6666,689.3333,414,322.6666,249.3333,1517.6666,995.3333,1595,2044.6666,2361.6666,759,1147,628,484,536.3334,530.3334,2375.6667,410,410.6667,521.6667,1730.3334,1810.3334,2189,706,762,2199.6667,374.6667,81.6666,1287.6666,1187,652,1477.3333
2905.3,683.3334,1090,542,331.6667,622.3334,387.3334,514,659.3334,348.6667,301.6667,243.6667,1526.3333,926,1536.6667,1974,2281.6667,747.6667,1171.6667,655.6667,526.3333,472.3333,546.3333,2348.6667,419.3333,418.6667,524,1717.3333,1756.6667,2154.3333,723,754,2152,468.6666,141,1315.3334,1179,627,1493.6667
2906.57,705.3333,1135.3333,581.3333,343.3333,660.3333,371.6667,511.6667,750.6666,398.6666,368,267.3333,1567,990,1548,2042.6666,2336.3333,767,1183,651,498.3333,501.6666,501,2309.6667,414,446.6666,531,1708.6666,1772.6666,2153.6666,727.6666,742.3333,2137,425.3333,171,1336.6667,1199,651,1466.3333
2907.83,687.6666,1077.3334,570.3334,331.6667,686.3334,379.3334,533,775.3333,382,354.3333,254.3333,1502.6667,968,1522,1992.3333,2314.6666,755,1132,656,504.6667,514.6667,485.3333,2297.6666,399.6667,419,534,1703.6667,1746,2153.6667,706,749.6667,2133.6667,412,137,1301.6667,1199.6667,667,1462.3334
2909.09,687.6667,1083.3333,576.6667,372,725.3333,420.3333,518.3333,693.3333,447.3333,365,290.6666,1534.3334,936,1572.6666,1991,2314.6666,719.6667,1105,607.3334,486.3334,502.3334,503,2276,378.6667,425.6667,527,1643,1716.6667,2111.3334,710.6667,743.6667,2079.6667,402.3333,144.6667,1332.6667,1161.6667,655,1516
2910.36,634.3333,1062,592,393.3333,676.6666,380.6666,530.6666,733,441,369.3333,265,1510.6667,950.3333,1502.3333,1976,2279.6667,746.3333,1161.6666,660.6666,497.3333,485.6666,531,2260,420,447.6666,540,1684.3333,1743.6666,2125.6666,722,765.6666,2068.3333,382.6666,87,1268.3333,1156.3333,660,1431
2911.62,656.6666,1080,601.3334,351.3334,679.3334,393,519.6667,737,403.6666,373,239,1425,934.3333,1508,1998,2248.6666,753,1178.6667,705,534.3334,512,555.3334,2224.6667,422.3334,470.3334,566.6667,1710,1724,2195.3334,787.3334,821,2117,389.3333,56.6666,1276,1154.6667,670.6667,1432
2912.88,665.3333,1037.6666,568.3333,336.6666,702.6666,370.6666,562.3333,787.3333,445.3333,369,312.3333,1413,985.3333,1591,1951.3333,2249.3333,781,1167.3333,670,549.3333,503.3333,569.3333,2188.3333,429.3333,448.3333,557.6666,1652.6666,1752,2102.6666,731.6666,843.6666,2062.3333,432.6666,135,1288,1131,688.6666,1445.3333
2914.14,630.3334,1078.6667,609.6667,386,728.3333,422,550.3333,745.6667,406,395.3333,310.6667,1445.3333,932.6667,1576.6667,1953.6667,2253.3333,787.3334,1152,642.6667,524.6667,509.6667,548.3334,2174.6667,436.6667,462.6667,558.6667,1623.6667,1722.6667,2113,779.3334,803.3334,2069,391,156.3333,1261.6667,1188.3333,676,1466.6667
2915.4,615,1057.3333,615.6667,393.6667,700.6667,415.6667,540.3333,730.6667,405.3334,350.6667,249,1466,907.3334,1544.6667,1934.3334,2227,758.3334,1149,678.3334,529.6667,510,546,2158,410.6667,433.6667,592,1607.6667,1678.3334,2112.3334,751.3334,799.6667,2025,392.6666,122,1228.6667,1190.3333,702,1462
2916.66,634,1033.3334,593,373.6667,683.3334,391.3334,576.6667,779.6666,507.6666,391.6666,308,1366.6667,955.3333,1576,1928,2225.3333,786,1141.6667,691.6667,548.3334,523.6667,613.6667,2159.6667,463.6667,501.3334,567.6667,1648.3334,1738.3334,2097.3334,791.6667,835,1997,385.3334,95.6667,1254.3334,1113.6667,656.6667,1417.3334
2917.92,640.6666,1070,638.3333,360.6667,691.6667,384,572.3333,699.3333,434.6667,361.3333,256.3333,1389.3333,903.6667,1514,1852.6667,2167.3333,815.3333,1189.3333,688.6667,570.6667,546,599.3333,2124.3333,463.6667,466.6667,580.6667,1613,1703.6667,2109.3333,836.6667,814,1992,310.6667,101.6666,1270,1171.6667,690,1467.6667
2919.18,594.3334,993.6667,630,363,701.6667,398.3333,563,745.6667,428.3333,389,275.6667,1374,896.3333,1514,1861.3333,2188,744.3333,1138.3333,682.3333,549.6667,478.3333,517.3333,2121,431.3333,456.3333,551.6667,1543.3333,1638.6667,2039.3333,762.6667,794.3333,1953,388.3333,134,1247.6667,1140.6667,685.6667,1429.3333
2920.44,633,1004.6667,627.6667,398.6667,764.6667,444,570,742.3334,450.6667,415,318.6667,1394.3333,949.6667,1573.3334,1925.3334,2210.3334,824.3333,1186.3333,716.6667,545.6667,567.3333,600.3333,2111.6667,466.3333,516.3333,592.3333,1603.3333,1708.6667,2113.3333,829.3333,828,1972.6667,447.6667,116.3334,1246.6667,1197,720.3334,1419.3334
2921.7,586,1043,632.3333,404,752,404,613.6666,753,443.6667,356.3334,235.6667,1342,868.6667,1527.6667,1863.6667,2103,782.6667,1154.6667,704.6667,545.6667,564,584.6667,2094,459,496.3333,612.3333,1593,1675.6667,2076,843.6667,828.3333,1964.3333,376,129,1264.6666,1150.3333,743.3333,1430
2922.96,580.6667,1096,673.6667,438,804,458.6667,650,746.6667,391.3333,381.3333,264,1341.6667,838.6667,1514,1821,2128.3333,808.6667,1157.3333,739.6667,531.3333,543.6667,570.3333,2087,447,489,611.6667,1573,1653,2069.6667,849.6667,834,1948.3333,326.6666,103,1281.6667,1225,734.3334,1508
2924.22,643,1024.3333,585.6666,365,717.6666,389.6666,536.6666,740,426.3334,415.3334,289,1351.3334,915,1547.3334,1818.6667,2161.3334,789,1138,671.3334,576.6667,491.3334,570.3334,2087.3333,462,474,579.6667,1571.3334,1644.6667,2052.6667,845.6667,779,1879.3334,386.3334,103,1182,1140.6666,677.6666,1433.3333
2925.48,636.3333,1035.6666,647,367.6666,738,392.6666,576,741.3333,482.6666,400.6666,311.3333,1350.6666,878.6666,1564.6666,1808,2120.3333,835.3333,1187.3333,715.3333,560.6667,567.3333,612,2045,471.6667,514.3333,622.3333,1598.6667,1682.3333,2104.3333,889,877.3333,1888.3333,318.3333,149.3333,1194.3333,1137.6666,709,1406.6666
2926.73,580.6666,1034,703.6667,423.6667,784.6667,446.6667,622,751,477.6666,404,290,1323.6666,876.6666,1556.3333,1870,2097.6666,804.3333,1150.3333,733,580.6667,555.3333,580.6667,2052.6667,482.3333,510.3333,622.3333,1558.6667,1657.6667,2051,830.3333,862.6667,1929.3333,351.3334,132.6667,1270.6667,1191.3333,754,1487.6667
2927.99,605.6667,1041,648.3333,424.3333,754.3333,452,610.3333,750.3334,456,412.3334,297.3334,1356.3333,884,1556,1834.3334,2122.3334,877.6667,1162.3334,761,622.6667,573.3334,599,1986,523.3334,522.3334,623.3334,1602.3334,1681.6667,2103.3334,891.6667,897.6667,1870.6667,397.6666,114.6667,1256.6666,1179,758.3333,1505.6666
2929.24,593.3334,1043.6666,633.6666,437.3333,753,462.6666,599.3333,720.3334,452.6667,387.3334,316.6667,1300,856.3334,1551.3334,1785.3334,2123.3334,768.6666,1167.3333,702,518.3333,544,575.3333,2012.3333,456,493.3333,589.6666,1486,1631.3333,2009.6666,882.6666,855,1852.3333,384.3334,89.3334,1263.6666,1222.6666,806.6666,1485.6666
2930.5,560.6667,1003.3333,662,422,760,460.6666,628.3333,712,448,417,279.3333,1281,849.6667,1475,1782.6667,2054,846,1172.3334,756,586,535.3334,618.6667,1985.3333,501.3334,512.3334,632.3334,1558.6667,1642,2033,911.3334,882.6667,1876,350.6667,111.3333,1266,1202.6666,736.6666,1437.6666
2931.75,581.6667,1044.3333,688.3333,432.3333,759.6666,474.6666,637.6666,720.3333,452.6667,414.6667,326,1265,848,1535.6667,1787.3333,2032.3333,860,1198.6666,693.6666,601.6666,572,575.6666,1956,492.3333,518.6666,618.3333,1519.6666,1621.3333,2140.6666,896.6666,920.3333,1821,364,70.6667,1233.6666,1188.6666,787.6666,1470
2933.01,525.3334,1025.6667,656.6667,388.6667,772.6667,423.6667,598,771,477,406.6667,267.6667,1282.6667,847,1564.3333,1738.6667,2033.6667,818.6667,1148,732.6667,594.6667,572.3334,584.6667,1937,474.3334,500.3334,619.6667,1508,1627.6667,1979.3334,918,892.3334,1862.3334,348.3334,102,1180,1128.3333,759,1435.6667
2934.26,557.3334,1012.3333,655.3333,457.6667,767.6667,445.6667,658,711.3333,461.3333,396.3333,253,1259.6666,797.3333,1523,1639.3333,1980,781,1162.6667,716,574,525,583,1917.3334,475,491.6667,608.6667,1477,1571.3333,1994.6667,866.3333,860,1740,355.3333,116.6666,1194.3333,1143,756,1433.3333
2935.52,575.3333,969,691,403.3333,748,444.6667,614,695.6667,454.6667,396.6667,273,1243.6667,797.3333,1443.6667,1628.3333,1934.3333,844.6667,1157.3334,722.6667,573.6667,535,580,1861.3333,478,514.3334,610,1434.6667,1536.3334,2001.6667,894,879.6667,1702.6667,330,94.3333,1175.6667,1135.6667,749,1395.3333
2936.77,524,926.3333,638,388.6667,753.3333,441.3333,602,694,475,418.3334,279,1166.3333,860.3334,1483,1616.6667,1904.3334,864,1204,759,623.3333,616.6666,638.6666,1779.3333,512.3333,569,663.3333,1495.3333,1577.6666,1977.6666,974.3333,938.6666,1751.3333,353.3333,67,1110,1132,790.6667,1415.3333
2938.02,434.3333,924.3333,615.6666,397,723.3333,413.3333,620.3333,679.6666,401.3333,397.3333,259.3333,1109,768.6666,1432.3333,1541,1842.3333,762.6666,1084.3333,704,553.6666,535.3333,603.6666,1701.6667,467.3333,492.3333,617.3333,1377.3333,1512,1916.3333,842.3333,886.3333,1594.3333,324,133,1073.6666,1065,771.6666,1364.3333
2939.27,473.3333,894,670.3334,391,730.6667,425,583,681.3333,456.6667,380.3333,276,1125.3334,706,1454.3333,1489.6667,1757.3333,786.6667,1053.3334,684.6667,585.3334,543,573.6667,1679,458,495,592.6667,1324,1390.6667,1804.6667,876.3334,849.6667,1540,309.3333,79.3333,1081.6667,1049.6667,740.3334,1374.6667
2940.52,478.6667,865,656.3333,410,719.3333,418.6667,607.6667,629.6666,463.6666,410,290,1074,699,1343.3333,1413.3333,1736,780.3334,1077.3334,673,541,545.3334,589.3334,1625.3333,483.3334,486.3334,637.3334,1276.3334,1431.6667,1771.6667,915.6667,860,1546.6667,274.3333,95.3333,1036,1058,744.6667,1290.3333
2941.77,419,867.6667,639.3333,405.3333,687.3333,412.3333,603.6667,676,426.6667,399,275,1012.3334,716.6667,1339,1399.3333,1657,703.3333,1005,635.3333,528,458.3333,528.3333,1523.3333,393,470,558.6666,1196.6666,1336.6666,1683.6666,840.6666,788.3333,1356.3333,275,90.6667,1004.6667,1039,742.6667,1310.6667
2943.03,421,833.6667,614.3333,378,660.6667,418.3333,566,630.6667,426,391.6667,246.6667,956,671,1297,1335,1534.6667,756,972.6667,656.3334,575,508.6667,564.3334,1418,455.6667,485.3334,570,1186.3334,1281,1645.6667,881,826.6667,1294,229,127.6667,964,929.3333,751.3333,1241.3333
2944.28,362,789.3333,612.3333,358,654,360.6667,538.3333,570.6666,439.6666,337,250.3333,954.6667,591.6666,1206.6666,1233,1481,764.6667,997,685.3333,551.3333,554.6667,576.3333,1388.6667,464,476.6667,584.6667,1138.6667,1274,1605.3333,869.6667,844,1298.3333,245.6667,89.3334,914,949.3333,706.6667,1158.6667
2945.52,361.3333,752.3333,611.6666,397,669.3333,403.6666,558.3333,587.3334,391.6667,329,253.6667,851.3333,594.3334,1243,1164.6667,1391,733.3334,937,632,511,519.6667,526.6667,1320.6667,454,460.3334,577.3334,1102.3334,1203,1527,857,811.6667,1195,238,126.6667,918.6666,967,748.3333,1196.3333
2946.77,340.3333,747.6667,575.3333,326.6667,626,384.3333,521.6667,555,425.6667,385.3334,242.6667,866.3333,570,1158,1165.3334,1364.6667,664.3333,908.6667,595,506.6667,478.6667,521.6667,1208,430,439,553.6667,1030.3333,1140.6667,1470,826.6667,778,1170.6667,222.6666,50.3333,848,869.3333,709.6667,1084.3333
2948.02,332.3333,714.3333,599,352.3333,617.3333,412.3333,517,574.3333,422,366.6667,235.6667,733.3334,547.6667,1103.3333,1072.6667,1286.6667,676,909,561,487,438.6667,478,1187.6667,409,396.6667,516.3334,945.3334,1071.3334,1374,842,765.6667,1061.3334,221.6667,90.3334,820.3333,820.3333,687.3333,1080.3333
2949.27,311.6667,678.3334,610.6667,340.3334,602.3334,363.6667,516,503,359.3333,341.3333,212,755.3333,480.6666,1108,1017.6666,1200.3333,734,905.3334,612,543,491.3334,534.6667,1105.6667,406.6667,469.6667,552,979.3334,1106.6667,1405,830.3334,824,1051,215.6667,63.6666,814.6667,828.6667,650,1023.6667
2950.52,301.3333,682,598.3333,347.6666,597.3333,360,484.3333,570.3334,429,402.3334,269.6667,697,559.3334,1111.6667,1042,1221.3334,660.3334,824,551.6667,516,496,526.6667,1106.6666,411.3334,445,528,944,1033.3334,1307.3334,754,765.6667,1033.6667,200,119.3334,752,805,661.3333,1011
2951.76,296,641.6667,558.6667,340,554.3334,348,482,522.3334,398.3334,338.6667,218.6667,715.3334,500,1026,948.6667,1183.3334,661,853.3333,567.6666,518,529.6666,483,1113.6667,421.3333,470.6666,508.3333,912.3333,1023.3333,1304,845.6666,800.3333,1012.3333,179.6667,94,772.3334,815,635.3334,1012.6667
2953.01,297.6666,641.3333,555.6667,347,558.3333,357.3333,500.6667,488.6666,374,339.3333,248.6666,683.3333,528.3333,993.6666,973.6666,1142.3333,611.3333,780.6667,472,442.3333,398.6667,420.3333,1010,331.6667,377.6667,484,872,940.3333,1212.6667,710.3333,678.6667,917.6667,166.6666,25.3333,735,759.6667,593.6667,955
2954.26,248.6667,574.3333,523.3333,316,543.6667,342.3333,475,522.6667,360.6667,343.3333,223.6667,697.6666,518.3333,1007.3333,981.3333,1158,576,805.6667,530,481,421.6667,471.3334,977.3334,366.3334,366.3334,460,866,920.3334,1225,698.3334,723.3334,952.3334,211.3333,78.6667,719.3333,754.3333,591,937.3333
2955.5,296.6667,603,505.3333,303.3333,531.6666,290,457.3333,447.3334,369.3334,295,167,659,447,944,891.3334,1031,605.6667,760,504.6667,447.3333,449.6667,466,939,389,364.6667,487.6667,855.6667,956.6667,1191.3333,754.3333,726.6667,920.6667,173.6667,115.3333,690,706,634.3333,904
2956.75,275,550,535,317,487.6667,314,458.3333,471.6667,345,289.6667,200.6667,620,432,938.6667,833,1053.6667,622.6667,742.6667,511,458.3333,418.3333,436.3333,957,368.3333,390.3333,508,848,910.6667,1156.3333,701.6667,697.6667,879.3333,179,37.6666,659.6667,674.3333,566.3333,870.3333
2957.99,207.3334,541.6667,523,281.6667,514.3334,319,446.6667,467.6666,340.3333,338,196.3333,633,437.6666,905.6666,882.6666,1065.6666,606,758.3333,576,496.3333,425,462.6666,952,407.3333,417.3333,467.6666,830.6666,937,1183.3333,728.6666,726.6666,902.3333,159.6667,51,663.6667,673.6667,562.3334,883.6667
2959.24,203.6667,557,460.3334,279.6667,517.3334,299.3334,428,477.6666,356.6666,315,267,614.3334,478.6666,900,869.6666,1022,551.6666,754.6666,487,433,432.6666,427,927.6667,353,334.6666,468,762.6666,851.3333,1081.3333,681,658,797,170,130.3333,660.3334,696.6667,553.6667,849.6667
